# "Fiber Length" "Sig_Fwd (180.0000 THz)" "Sig_Fwd (180.2000 THz)" "Sig_Fwd (180.4000 THz)" "Sig_Fwd (180.6000 THz)" "Sig_Fwd (180.8000 THz)" "Sig_Fwd (181.0000 THz)" "Sig_Fwd (181.2000 THz)" "Sig_Fwd (181.4000 THz)" "Sig_Fwd (181.6000 THz)" "Sig_Fwd (181.8000 THz)" "Sig_Fwd (182.0000 THz)" "Sig_Fwd (182.2000 THz)" "Sig_Fwd (182.4000 THz)" "Sig_Fwd (182.6000 THz)" "Sig_Fwd (182.8000 THz)" "Sig_Fwd (183.0000 THz)" "Sig_Fwd (183.2000 THz)" "Sig_Fwd (183.4000 THz)" "Sig_Fwd (183.6000 THz)" "Sig_Fwd (183.8000 THz)" "Sig_Fwd (184.0000 THz)" "Sig_Fwd (184.2000 THz)" "Sig_Fwd (184.4000 THz)" "Sig_Fwd (184.6000 THz)" "Sig_Fwd (184.8000 THz)" "Sig_Fwd (185.0000 THz)" "Sig_Fwd (185.2000 THz)" "Sig_Fwd (185.4000 THz)" "Sig_Fwd (185.6000 THz)" "Sig_Fwd (185.8000 THz)" "Sig_Fwd (186.0000 THz)" "Sig_Fwd (186.2000 THz)" "Sig_Fwd (186.4000 THz)" "Sig_Fwd (186.6000 THz)" "Sig_Fwd (186.8000 THz)" "Sig_Fwd (187.0000 THz)" "Sig_Fwd (187.2000 THz)" "Sig_Fwd (187.4000 THz)" "Sig_Fwd (187.6000 THz)" "Sig_Fwd (187.8000 THz)" "Sig_Fwd (188.0000 THz)" "Sig_Fwd (188.2000 THz)" "Sig_Fwd (188.4000 THz)" "Sig_Fwd (188.6000 THz)" "Sig_Fwd (188.8000 THz)" "Sig_Fwd (189.0000 THz)" "Sig_Fwd (189.2000 THz)" "Sig_Fwd (189.4000 THz)" "Sig_Fwd (189.6000 THz)" "Sig_Fwd (189.8000 THz)" "Sig_Fwd (190.0000 THz)" "Sig_Fwd (190.2000 THz)" "Sig_Fwd (190.4000 THz)" "Sig_Fwd (190.6000 THz)" "Sig_Fwd (190.8000 THz)" "Sig_Fwd (191.0000 THz)" "Sig_Fwd (191.2000 THz)" "Sig_Fwd (191.4000 THz)" "Sig_Fwd (191.6000 THz)" "Sig_Fwd (191.8000 THz)" "Sig_Fwd (192.0000 THz)" "Sig_Fwd (192.2000 THz)" "Sig_Fwd (192.4000 THz)" "Sig_Fwd (192.6000 THz)" "Sig_Fwd (192.8000 THz)" "Sig_Fwd (193.0000 THz)" "Sig_Fwd (193.2000 THz)" "Sig_Fwd (193.4000 THz)" "Sig_Fwd (193.6000 THz)" "Sig_Fwd (193.8000 THz)" "Sig_Fwd (194.0000 THz)" "Sig_Fwd (194.2000 THz)" "Sig_Fwd (194.4000 THz)" "Sig_Fwd (194.6000 THz)" "Sig_Fwd (194.8000 THz)" "Sig_Fwd (195.0000 THz)" "Sig_Fwd (195.2000 THz)" "Sig_Fwd (195.4000 THz)" "Sig_Fwd (195.6000 THz)" "Sig_Fwd (195.8000 THz)" "Sig_Fwd (196.0000 THz)" "Sig_Fwd (196.2000 THz)" "Sig_Fwd (196.4000 THz)" "Sig_Fwd (196.6000 THz)" "Sig_Fwd (196.8000 THz)" "Sig_Fwd (197.0000 THz)" "Sig_Fwd (197.2000 THz)" "Sig_Fwd (197.4000 THz)" "Sig_Fwd (197.6000 THz)" "Sig_Fwd (197.8000 THz)" "Sig_Fwd (198.0000 THz)" "Sig_Fwd (198.2000 THz)" "Sig_Fwd (198.4000 THz)" "Sig_Fwd (198.6000 THz)" "Sig_Fwd (198.8000 THz)" "Sig_Fwd (199.0000 THz)" "Sig_Fwd (199.2000 THz)" "Sig_Fwd (199.4000 THz)" "Sig_Fwd (199.6000 THz)" "Sig_Fwd (199.8000 THz)" "Sig_Bwd (200.0000 THz)" ASE_Fwd ASE_Bwd 
# (km) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) 
 39.0000000 -37.7477428 -37.7441649 -37.7376604 -37.7275947 -37.7168495 -37.7040107 -37.6827605 -37.6522072 -37.6298180 -37.6132365 -37.6231873 -37.6543157 -37.6661223 -37.6717991 -37.6751153 -37.6724409 -37.6674204 -37.6608803 -37.6527572 -37.6405177 -37.6284398 -37.6136252 -37.5951960 -37.5711243 -37.5194387 -37.4226108 -37.3259917 -37.2530533 -37.2751763 -37.2768281 -37.2677675 -37.2576163 -37.2499073 -37.2416802 -37.2345839 -37.2351700 -37.2395994 -37.2449919 -37.2530945 -37.2612252 -37.2711762 -37.2812880 -37.2894704 -37.3025649 -37.3120460 -37.3242256 -37.3348924 -37.3441735 -37.3552757 -37.3677034 -37.3823000 -37.3961742 -37.4084564 -37.4199238 -37.4305735 -37.4456516 -37.4580853 -37.4701933 -37.4822702 -37.4970311 -37.5078784 -37.5177317 -37.5286231 -37.5396744 -37.5510342 -37.5624477 -37.5734903 -37.5817113 -37.5896037 -37.5982690 -37.6039234 -37.6107788 -37.6169720 -37.6232161 -37.6308059 -37.6363625 -37.6395142 -37.6427318 -37.6459940 -37.6491270 -37.6523428 -37.6548020 -37.6577296 -37.6616954 -37.6665785 -37.6715805 -37.6781180 -37.6853471 -37.6920301 -37.6991117 -37.7059246 -37.7155662 -37.7255440 -37.7376721 -37.7521528 -37.7645576 -37.7782727 -37.7882720 -37.7939946 -37.7982886 12.5702594 -37.8519003 -28.4686953 
 40.0000000 -37.9448439 -37.9410636 -37.9341914 -37.9235567 -37.9122039 -37.8986393 -37.8761877 -37.8439072 -37.8202520 -37.8027328 -37.8132453 -37.8461325 -37.8586057 -37.8646029 -37.8681059 -37.8652797 -37.8599749 -37.8530645 -37.8444816 -37.8315496 -37.8187884 -37.8031357 -37.7836640 -37.7582309 -37.7036231 -37.6013213 -37.4992400 -37.4221776 -37.4455491 -37.4472924 -37.4377178 -37.4269911 -37.4188444 -37.4101503 -37.4026509 -37.4032681 -37.4079457 -37.4136409 -37.4221993 -37.4307873 -37.4412986 -37.4519798 -37.4606225 -37.4744549 -37.4844696 -37.4973355 -37.5086029 -37.5184063 -37.5301338 -37.5432617 -37.5586810 -37.5733372 -37.5863113 -37.5984246 -37.6096739 -37.6256020 -37.6387362 -37.6515263 -37.6642835 -37.6798765 -37.6913345 -37.7017424 -37.7132472 -37.7249209 -37.7369205 -37.7489769 -37.7606414 -37.7693249 -37.7776612 -37.7868141 -37.7927861 -37.8000270 -37.8065682 -37.8131631 -37.8211800 -37.8270492 -37.8303778 -37.8337760 -37.8372216 -37.8405306 -37.8439273 -37.8465246 -37.8496168 -37.8538058 -37.8589641 -37.8642481 -37.8711543 -37.8787912 -37.8858512 -37.8933323 -37.9005294 -37.9107151 -37.9212560 -37.9340689 -37.9493675 -37.9624730 -37.9769628 -37.9875270 -37.9935727 -37.9981091 12.7702833 -37.6377470 -28.3329714 
 41.0000000 -38.1418091 -38.1378170 -38.1305597 -38.1193291 -38.1073402 -38.0930154 -38.0693058 -38.0352166 -38.0102358 -37.9917346 -38.0028353 -38.0375641 -38.0507355 -38.0570680 -38.0607667 -38.0577816 -38.0521790 -38.0448808 -38.0358165 -38.0221594 -38.0086825 -37.9921522 -37.9715889 -37.9447302 -37.8870624 -37.7790288 -37.6712277 -37.5898467 -37.6145256 -37.6163647 -37.6062520 -37.5949224 -37.5863174 -37.5771343 -37.5692128 -37.5698625 -37.5748000 -37.5808120 -37.5898478 -37.5989147 -37.6100126 -37.6212900 -37.6304146 -37.6450197 -37.6555931 -37.6691775 -37.6810739 -37.6914242 -37.7038063 -37.7176674 -37.7339482 -37.7494231 -37.7631218 -37.7759113 -37.7877885 -37.8046066 -37.8184743 -37.8319786 -37.8454481 -37.8619123 -37.8740100 -37.8849986 -37.8971456 -37.9094710 -37.9221405 -37.9348700 -37.9471857 -37.9563534 -37.9651546 -37.9748181 -37.9811226 -37.9887670 -37.9956727 -38.0026349 -38.0110991 -38.0172955 -38.0208092 -38.0243967 -38.0280342 -38.0315276 -38.0351136 -38.0378554 -38.0411200 -38.0455429 -38.0509893 -38.0565685 -38.0638607 -38.0719248 -38.0793795 -38.0872788 -38.0948782 -38.1056336 -38.1167643 -38.1302942 -38.1464493 -38.1602884 -38.1755895 -38.1867451 -38.1931292 -38.1979195 12.9703066 -37.4243452 -28.1987965 
 42.0000000 -38.3386318 -38.3344179 -38.3267574 -38.3149029 -38.3022478 -38.2871270 -38.2621002 -38.2261169 -38.1997480 -38.1802185 -38.1919352 -38.2285924 -38.2424949 -38.2491785 -38.2530821 -38.2499306 -38.2440162 -38.2363119 -38.2267434 -38.2123270 -38.1981008 -38.1806515 -38.1589451 -38.1305935 -38.0697215 -37.9556858 -37.8418953 -37.7559922 -37.7820400 -37.7839794 -37.7733031 -37.7613423 -37.7522574 -37.7425621 -37.7341985 -37.7348822 -37.7400918 -37.7464357 -37.7559712 -37.7655395 -37.7772517 -37.7891533 -37.7987825 -37.8141966 -37.8253552 -37.8396919 -37.8522468 -37.8631698 -37.8762375 -37.8908662 -37.9080491 -37.9243812 -37.9388385 -37.9523362 -37.9648709 -37.9826209 -37.9972566 -38.0115087 -38.0257241 -38.0431005 -38.0558679 -38.0674647 -38.0802840 -38.0932918 -38.1066627 -38.1200971 -38.1330946 -38.1427694 -38.1520573 -38.1622555 -38.1689081 -38.1769750 -38.1842623 -38.1916092 -38.2005416 -38.2070806 -38.2107882 -38.2145738 -38.2184123 -38.2220988 -38.2258830 -38.2287762 -38.2322212 -38.2368889 -38.2426371 -38.2485253 -38.2562219 -38.2647331 -38.2726011 -38.2809384 -38.2889591 -38.3003111 -38.3120592 -38.3263400 -38.3433918 -38.3579991 -38.3741498 -38.3859247 -38.3926632 -38.3977193 13.1703294 -37.2115967 -28.0662389 
 43.0000000 -38.5353055 -38.5308593 -38.5227766 -38.5102686 -38.4969160 -38.4809618 -38.4545555 -38.4165890 -38.3887665 -38.3681602 -38.3805219 -38.4191984 -38.4338663 -38.4409177 -38.4450358 -38.4417100 -38.4354690 -38.4273396 -38.4172432 -38.4020316 -38.3870207 -38.3686091 -38.3457057 -38.3157909 -38.2515636 -38.1312428 -38.0111805 -37.9205421 -37.9480233 -37.9500677 -37.9388012 -37.9261794 -37.9165919 -37.9063604 -37.8975338 -37.8982531 -37.9037476 -37.9104389 -37.9204976 -37.9305910 -37.9429464 -37.9555016 -37.9656592 -37.9819205 -37.9936917 -38.0088161 -38.0220606 -38.0335832 -38.0473687 -38.0628012 -38.0809286 -38.0981585 -38.1134101 -38.1276493 -38.1408724 -38.1595981 -38.1750380 -38.1900731 -38.2050696 -38.2234012 -38.2368698 -38.2491033 -38.2626268 -38.2763490 -38.2904545 -38.3046268 -38.3183383 -38.3285440 -38.3383415 -38.3490995 -38.3561166 -38.3646260 -38.3723128 -38.3800624 -38.3894852 -38.3963829 -38.4002935 -38.4042866 -38.4083355 -38.4122241 -38.4162158 -38.4192675 -38.4229015 -38.4278256 -38.4338896 -38.4401016 -38.4482214 -38.4572008 -38.4655017 -38.4742977 -38.4827594 -38.4947361 -38.5071308 -38.5221978 -38.5401886 -38.5556004 -38.5726407 -38.5850640 -38.5921735 -38.5975080 13.3703516 -36.9994109 -27.9353703 
 44.0000000 -38.7318229 -38.7271335 -38.7186086 -38.7054165 -38.6913335 -38.6745064 -38.6466557 -38.6066124 -38.5772678 -38.5555340 -38.5685710 -38.6093621 -38.6248316 -38.6322680 -38.6366107 -38.6331024 -38.6265195 -38.6179448 -38.6072955 -38.5912514 -38.5754187 -38.5559994 -38.5318426 -38.5002909 -38.4325501 -38.3056480 -38.1790182 -38.0834212 -38.1124035 -38.1145578 -38.1026732 -38.0893592 -38.0792454 -38.0684523 -38.0591409 -38.0598974 -38.0656902 -38.0727452 -38.0833518 -38.0939950 -38.1070239 -38.1202634 -38.1309743 -38.1481226 -38.1605353 -38.1764845 -38.1904511 -38.2026015 -38.2171386 -38.2334128 -38.2525293 -38.2706991 -38.2867825 -38.3017980 -38.3157420 -38.3354895 -38.3517714 -38.3676265 -38.3834407 -38.4027725 -38.4169754 -38.4298756 -38.4441363 -38.4586066 -38.4734812 -38.4884263 -38.5028854 -38.5136470 -38.5239781 -38.5353223 -38.5427210 -38.5516937 -38.5597988 -38.5679701 -38.5779063 -38.5851797 -38.5893028 -38.5935131 -38.5977823 -38.6018825 -38.6060916 -38.6093093 -38.6131411 -38.6183336 -38.6247284 -38.6312793 -38.6398424 -38.6493121 -38.6580661 -38.6673424 -38.6762660 -38.6888968 -38.7019685 -38.7178588 -38.7368330 -38.7530871 -38.7710588 -38.7841613 -38.7916593 -38.7972852 13.5703732 -36.7877045 -27.8062662 
 45.0000000 -38.9281768 -38.9232326 -38.9142447 -38.9003362 -38.8854883 -38.8677473 -38.8383841 -38.7961661 -38.7652276 -38.7423131 -38.7560573 -38.7990625 -38.8153714 -38.8232110 -38.8277888 -38.8240895 -38.8171485 -38.8081076 -38.7968794 -38.7799633 -38.7632703 -38.7427957 -38.7173264 -38.6840606 -38.6126406 -38.4788469 -38.3453401 -38.2445508 -38.2751047 -38.2773741 -38.2648423 -38.2508035 -38.2401385 -38.2287573 -38.2189383 -38.2197337 -38.2258388 -38.2332747 -38.2444550 -38.2556738 -38.2694079 -38.2833640 -38.2946542 -38.3127313 -38.3258157 -38.3426287 -38.3573512 -38.3701591 -38.3854832 -38.4026387 -38.4227908 -38.4419448 -38.4588992 -38.4747277 -38.4894263 -38.5102437 -38.5274074 -38.5441210 -38.5607916 -38.5811707 -38.5961424 -38.6097407 -38.6247734 -38.6400271 -38.6557069 -38.6714612 -38.6867031 -38.6980467 -38.7089366 -38.7208945 -38.7286929 -38.7381507 -38.7466937 -38.7553066 -38.7657804 -38.7734471 -38.7777928 -38.7822305 -38.7867304 -38.7910522 -38.7954889 -38.7988803 -38.8029192 -38.8083928 -38.8151340 -38.8220397 -38.8310671 -38.8410502 -38.8502787 -38.8600578 -38.8694651 -38.8827808 -38.8965615 -38.9133138 -38.9333176 -38.9504538 -38.9694010 -38.9832145 -38.9911193 -38.9970505 13.7703944 -36.5764000 -27.6790061 
 46.0000000 -39.1243592 -39.1191483 -39.1096757 -39.0950169 -39.0793681 -39.0606701 -39.0297230 -38.9852278 -38.9526204 -38.9284694 -38.9429542 -38.9882779 -39.0054657 -39.0137275 -39.0185516 -39.0146522 -39.0073362 -38.9978070 -38.9859726 -38.9681436 -38.9505495 -38.9289699 -38.9021262 -38.8670655 -38.7917929 -38.6507828 -38.5100747 -38.4038482 -38.4360480 -38.4384379 -38.4252283 -38.4104304 -38.3991883 -38.3871913 -38.3768406 -38.3776767 -38.3841089 -38.3919435 -38.4037245 -38.4155461 -38.4300185 -38.4447251 -38.4566218 -38.4756715 -38.4894592 -38.5071765 -38.5226908 -38.5361870 -38.5523352 -38.5704135 -38.5916500 -38.6118346 -38.6297009 -38.6463807 -38.6618697 -38.6838073 -38.7018942 -38.7195068 -38.7370741 -38.7585499 -38.7743266 -38.7886559 -38.8044969 -38.8205708 -38.8370939 -38.8536954 -38.8697570 -38.8817101 -38.8931850 -38.9057857 -38.9140024 -38.9239682 -38.9329698 -38.9420450 -38.9530818 -38.9611602 -38.9657389 -38.9704148 -38.9751563 -38.9797101 -38.9843850 -38.9879584 -38.9922142 -38.9979821 -39.0050860 -39.0123633 -39.0218767 -39.0323974 -39.0421228 -39.0524284 -39.0623422 -39.0763750 -39.0908981 -39.1085532 -39.1296351 -39.1476950 -39.1676635 -39.1822216 -39.1905524 -39.1968032 13.9704151 -36.3654255 -27.5536737 
 47.0000000 -39.3203622 -39.3148720 -39.3048917 -39.2894473 -39.2729598 -39.2532597 -39.2206541 -39.1737744 -39.1394192 -39.1139736 -39.1292338 -39.1769854 -39.1950935 -39.2037973 -39.2088793 -39.2047703 -39.1970617 -39.1870213 -39.1745520 -39.1557669 -39.1372294 -39.1144927 -39.0862098 -39.0492696 -38.9699628 -38.8213960 -38.6731472 -38.5612273 -38.5951503 -38.5976663 -38.5837471 -38.5681543 -38.5563078 -38.5436659 -38.5327585 -38.5336372 -38.5404118 -38.5486640 -38.5610740 -38.5735267 -38.5887723 -38.6042646 -38.6167964 -38.6368645 -38.6513886 -38.6700530 -38.6863961 -38.7006132 -38.7176242 -38.7366688 -38.7590408 -38.7803046 -38.7991258 -38.8166969 -38.8330135 -38.8561242 -38.8751778 -38.8937318 -38.9122379 -38.9348620 -38.9514817 -38.9665763 -38.9832638 -39.0001966 -39.0176027 -39.0350913 -39.0520112 -39.0646025 -39.0766900 -39.0899636 -39.0986184 -39.1091160 -39.1185979 -39.1281572 -39.1397833 -39.1482930 -39.1531157 -39.1580409 -39.1630353 -39.1678321 -39.1727565 -39.1765204 -39.1810033 -39.1870794 -39.1945631 -39.2022295 -39.2122518 -39.2233353 -39.2335811 -39.2444381 -39.2548822 -39.2696660 -39.2849664 -39.3035667 -39.3257777 -39.3448047 -39.3658427 -39.3811805 -39.3899574 -39.3965428 14.1704354 -36.1547138 -27.4303569 
 48.0000000 -39.5161772 -39.5103945 -39.4998826 -39.4836156 -39.4662499 -39.4455004 -39.4111581 -39.3617814 -39.3255962 -39.2987948 -39.3148670 -39.3651608 -39.3842327 -39.3933994 -39.3987514 -39.3944230 -39.3863032 -39.3757274 -39.3625934 -39.3428072 -39.3232817 -39.2993334 -39.2695434 -39.2306350 -39.1471038 -38.9906242 -38.8344792 -38.7165974 -38.7523250 -38.7549731 -38.7403106 -38.7238855 -38.7114060 -38.6980888 -38.6865984 -38.6875217 -38.6946549 -38.7033443 -38.7164129 -38.7295265 -38.7455816 -38.7618966 -38.7750935 -38.7962280 -38.8115232 -38.8311792 -38.8483903 -38.8633621 -38.8812766 -38.9013331 -38.9248941 -38.9472878 -38.9671090 -38.9856134 -39.0027964 -39.0271355 -39.0472014 -39.0667410 -39.0862302 -39.1100568 -39.1275591 -39.1434553 -39.1610289 -39.1788611 -39.1971917 -39.2156094 -39.2334279 -39.2466874 -39.2594164 -39.2733946 -39.2825082 -39.2935627 -39.3035474 -39.3136136 -39.3258569 -39.3348181 -39.3398963 -39.3450825 -39.3503418 -39.3553930 -39.3605786 -39.3645420 -39.3692627 -39.3756614 -39.3835428 -39.3916167 -39.4021719 -39.4138449 -39.4246354 -39.4360698 -39.4470691 -39.4626394 -39.4787537 -39.4983439 -39.5217370 -39.5417768 -39.5639347 -39.5800890 -39.5893330 -39.5962688 14.3704552 -35.9442018 -27.3091487 
 49.0000000 -39.7117953 -39.7057064 -39.6946378 -39.6775094 -39.6592240 -39.6373758 -39.6012148 -39.5492235 -39.5111219 -39.4829009 -39.4998233 -39.5527793 -39.5728602 -39.5825117 -39.5881464 -39.5835882 -39.5750379 -39.5639015 -39.5500714 -39.5292368 -39.5086767 -39.4834597 -39.4520916 -39.4111223 -39.3231676 -39.1584020 -38.9939886 -38.8698639 -38.9074811 -38.9102674 -38.8948267 -38.8775299 -38.8643877 -38.8503633 -38.8382624 -38.8392324 -38.8467410 -38.8558882 -38.8696464 -38.8834520 -38.9003549 -38.9175313 -38.9314246 -38.9536756 -38.9697784 -38.9904726 -39.0085926 -39.0243547 -39.0432153 -39.0643312 -39.0891373 -39.1127142 -39.1335824 -39.1530641 -39.1711545 -39.1967797 -39.2179056 -39.2384773 -39.2589960 -39.2840816 -39.3025082 -39.3192435 -39.3377452 -39.3565191 -39.3758178 -39.3952082 -39.4139678 -39.4279270 -39.4413276 -39.4560437 -39.4656376 -39.4772753 -39.4877864 -39.4983834 -39.5112729 -39.5207069 -39.5260526 -39.5315122 -39.5370488 -39.5423664 -39.5478255 -39.5519977 -39.5569675 -39.5637041 -39.5720019 -39.5805024 -39.5916156 -39.6039058 -39.6152668 -39.6273058 -39.6388866 -39.6552802 -39.6722469 -39.6928735 -39.7175046 -39.7386049 -39.7619355 -39.7789447 -39.7886778 -39.7959805 14.5704746 -35.7338301 -27.1901467 
 50.0000000 -39.9072071 -39.9007976 -39.8891461 -39.8711157 -39.8518674 -39.8288684 -39.7908032 -39.7360740 -39.6959656 -39.6662581 -39.6840708 -39.7398143 -39.7609520 -39.7711110 -39.7770418 -39.7722429 -39.7632417 -39.7515183 -39.7369593 -39.7150270 -39.6933836 -39.6668379 -39.6338174 -39.5906900 -39.4981031 -39.3246611 -39.1515894 -39.0209276 -39.0605234 -39.0634544 -39.0471988 -39.0289893 -39.0151531 -39.0003882 -38.9876479 -38.9886668 -38.9965685 -39.0061950 -39.0206753 -39.0352054 -39.0529960 -39.0710745 -39.0856969 -39.1091172 -39.1260654 -39.1478469 -39.1669185 -39.1835081 -39.2033595 -39.2255848 -39.2516945 -39.2765104 -39.2984749 -39.3189799 -39.3380204 -39.3649925 -39.3872283 -39.4088807 -39.4304773 -39.4568813 -39.4762757 -39.4938898 -39.5133632 -39.5331232 -39.5534356 -39.5738446 -39.5935895 -39.6082814 -39.6223853 -39.6378739 -39.6479707 -39.6602190 -39.6712815 -39.6824342 -39.6960004 -39.7059294 -39.7115552 -39.7173011 -39.7231281 -39.7287245 -39.7344701 -39.7388610 -39.7440915 -39.7511819 -39.7599158 -39.7688630 -39.7805605 -39.7934970 -39.8054554 -39.8181274 -39.8303170 -39.8475729 -39.8654321 -39.8871440 -39.9130714 -39.9352821 -39.9598408 -39.9777451 -39.9879904 -39.9956774 14.7704936 -35.5235421 -27.0734539 
 51.0000000 -40.1024031 -40.0956577 -40.0833958 -40.0644210 -40.0441642 -40.0199604 -39.9799011 -39.9223049 -39.8800952 -39.8488311 -39.8675760 -39.9262385 -39.9484826 -39.9591731 -39.9654140 -39.9603631 -39.9508898 -39.9385516 -39.9232293 -39.9001476 -39.8773697 -39.8494328 -39.8146819 -39.7692946 -39.6718574 -39.4893298 -39.3071918 -39.1696846 -39.2113523 -39.2144349 -39.1973259 -39.1781606 -39.1635976 -39.1480572 -39.1346476 -39.1357175 -39.1440308 -39.1541592 -39.1693956 -39.1846845 -39.2034045 -39.2224275 -39.2378135 -39.2624581 -39.2802916 -39.3032115 -39.3232797 -39.3407358 -39.3616245 -39.3850114 -39.4124863 -39.4385995 -39.4617120 -39.4832886 -39.5033239 -39.5317063 -39.5551042 -39.5778883 -39.6006136 -39.6283981 -39.6488059 -39.6673401 -39.6878311 -39.7086236 -39.7299975 -39.7514730 -39.7722497 -39.7877088 -39.8025491 -39.8188467 -39.8294702 -39.8423578 -39.8539975 -39.8657321 -39.8800070 -39.8904544 -39.8963734 -39.9024190 -39.9085501 -39.9144385 -39.9204841 -39.9251040 -39.9306075 -39.9380683 -39.9472587 -39.9566737 -39.9689831 -39.9825964 -39.9951803 -40.0085151 -40.0213423 -40.0395011 -40.0582949 -40.0811432 -40.1084279 -40.1318015 -40.1576460 -40.1764878 -40.1872694 -40.1953587 14.9705122 -35.3132841 -26.9591792 
 52.0000000 -40.2973729 -40.2902758 -40.2773748 -40.2574109 -40.2360982 -40.2106327 -40.1684853 -40.1078870 -40.0634770 -40.0305828 -40.0503039 -40.1120230 -40.1354258 -40.1466728 -40.1532383 -40.1479235 -40.1379558 -40.1249739 -40.1088524 -40.0845669 -40.0606012 -40.0312075 -39.9946445 -39.9468909 -39.8443746 -39.6523332 -39.4607015 -39.3160263 -39.3598634 -39.3631047 -39.3451021 -39.3249360 -39.3096119 -39.2932595 -39.2791488 -39.2802723 -39.2890165 -39.2996705 -39.3156986 -39.3317819 -39.3514752 -39.3714873 -39.3876728 -39.4135993 -39.4323598 -39.4564719 -39.4775835 -39.4959469 -39.5179218 -39.5425252 -39.5714294 -39.5989011 -39.6232157 -39.6459143 -39.6669914 -39.6968504 -39.7214654 -39.7454344 -39.7693416 -39.7985717 -39.8200406 -39.8395383 -39.8610947 -39.8829684 -39.9054538 -39.9280461 -39.9499032 -39.9661656 -39.9817770 -39.9989217 -40.0100966 -40.0236537 -40.0358978 -40.0482418 -40.0632586 -40.0742488 -40.0804749 -40.0868344 -40.0932838 -40.0994781 -40.1058376 -40.1106973 -40.1164867 -40.1243355 -40.1340040 -40.1439087 -40.1568588 -40.1711807 -40.1844197 -40.1984486 -40.2119434 -40.2310476 -40.2508200 -40.2748583 -40.3035644 -40.3281556 -40.3553466 -40.3751700 -40.3865131 -40.3950238 15.1705304 -35.1030044 -26.8474373 
 53.0000000 -40.4921058 -40.4846405 -40.4710702 -40.4500706 -40.4276523 -40.4008656 -40.3565317 -40.2927897 -40.2460756 -40.2114746 -40.2322179 -40.2971376 -40.3217536 -40.3335834 -40.3404888 -40.3348977 -40.3244124 -40.3107564 -40.2937979 -40.2682520 -40.2430423 -40.2121231 -40.1736628 -40.1234312 -40.0155964 -39.8135928 -39.6120198 -39.4598386 -39.5059475 -39.5093550 -39.4904165 -39.4692024 -39.4530814 -39.4358786 -39.4210338 -39.4222133 -39.4314088 -39.4426131 -39.4594702 -39.4763855 -39.4970979 -39.5181456 -39.5351682 -39.5624371 -39.5821684 -39.6075286 -39.6297329 -39.6490464 -39.6721586 -39.6980357 -39.7284368 -39.7573310 -39.7829042 -39.8067778 -39.8289456 -39.8603510 -39.8862402 -39.9114501 -39.9365948 -39.9673386 -39.9899186 -40.0104252 -40.0330973 -40.0561031 -40.0797523 -40.1035140 -40.1265025 -40.1436060 -40.1600249 -40.1780566 -40.1898089 -40.2040670 -40.2169441 -40.2299261 -40.2457198 -40.2572783 -40.2638260 -40.2705141 -40.2772969 -40.2838113 -40.2904997 -40.2956105 -40.3016992 -40.3099542 -40.3201233 -40.3305410 -40.3441619 -40.3592258 -40.3731507 -40.3879065 -40.4021003 -40.4221945 -40.4429916 -40.4682760 -40.4984705 -40.5243367 -40.5529376 -40.5737888 -40.5857201 -40.5946719 15.3705484 -34.8926530 -26.7383492 
